Age,Workclass,FinalWeight,Education,EducationNum,MaritalStatus,Occupation,Relationship,Race,Sex,Hours-Per-Week,Native Country,Income,age_hours_interaction
46, Private,205504, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,20, United-States, <=50K,920
28, Private,198813, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Female,40, United-States, <=50K,1120
48, Self-emp-inc,254291, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K,2400
62, Private,159908, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,38, United-States, >50K,2356
49, Private,40000, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,44, United-States, <=50K,2156
69, Private,102874, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,24, United-States, <=50K,1656
35, Private,117381, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,45, United-States, >50K,1575
78, Private,180239, Masters,14, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Male,40, South, <=50K,3120
61, Private,539563, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K,2745
24, Private,261561, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K,960
29, Private,81057, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K,1160
36, Self-emp-not-inc,160120, Bachelors,13, Married-civ-spouse, Sales, Husband, Other, Male,45, ?, <=50K,1620
17, Private,41979, 10th,6, Never-married, Farming-fishing, Own-child, White, Male,40, United-States, <=50K,680
27, Private,275110, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,80, United-States, >50K,2160
64, Private,265661, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K,2560
33, Self-emp-not-inc,193246, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,55, France, <=50K,1815
32, Private,236543, 12th,8, Married-civ-spouse, Craft-repair, Other-relative, White, Male,40, Mexico, <=50K,1280
19, Private,29510, Some-college,10, Never-married, Other-service, Own-child, White, Female,20, United-States, <=50K,380
42, State-gov,105804, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K,1680
24, Private,194604, Bachelors,13, Never-married, Sales, Own-child, White, Female,15, United-States, <=50K,360
23, Private,1038553, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Black, Male,45, United-States, <=50K,1035
51, Local-gov,209320, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K,2040
31, Private,193231, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,60, United-States, <=50K,1860
44, Private,307468, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,29, United-States, >50K,1276
38, Private,255941, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,50, United-States, >50K,1900
44, Local-gov,107845, Assoc-acdm,12, Divorced, Protective-serv, Not-in-family, White, Female,56, United-States, >50K,2464
44, Self-emp-not-inc,567788, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, Mexico, <=50K,1760
38, Private,91857, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,44, United-States, <=50K,1672
36, Private,732569, 9th,5, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K,1440
29, Private,86613, 1st-4th,2, Never-married, Other-service, Not-in-family, White, Male,20, El-Salvador, <=50K,580
46, Private,35961, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Female,25, Germany, <=50K,1150
47, Private,114754, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K,1880
30, Private,235124, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, >50K,1200
37, Local-gov,218490, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,35, United-States, >50K,1295
27, Private,329426, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,45, United-States, <=50K,1215
43, Private,181015, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,50, United-States, <=50K,2150
44, Self-emp-not-inc,264740, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K,1760
31, Private,381153, Some-college,10, Never-married, Exec-managerial, Unmarried, White, Male,60, United-States, <=50K,1860
34, Private,189759, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K,1530
39, Private,230467, Bachelors,13, Never-married, Sales, Own-child, White, Male,40, Germany, <=50K,1560
36, Private,218542, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,40, United-States, <=50K,1440
57, Private,298507, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K,2280
78, Private,111189, 7th-8th,4, Never-married, Machine-op-inspct, Not-in-family, White, Female,35, Dominican-Republic, <=50K,2730
24, Private,168997, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,960
39, Private,168894, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K,1560
21, Private,149809, Assoc-acdm,12, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K,840
34, Private,344073, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Male,40, United-States, >50K,1360
22, Private,416165, Some-college,10, Never-married, Sales, Unmarried, White, Female,32, United-States, <=50K,704
36, Private,41490, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K,1440
61, Private,40269, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K,2440
67, ?,243256, 9th,5, Married-civ-spouse, ?, Husband, White, Male,15, United-States, <=50K,1005
42, Private,250536, Some-college,10, Separated, Other-service, Unmarried, Black, Female,21, Haiti, <=50K,882
49, Federal-gov,105586, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,40, United-States, >50K,1960
58, Private,51499, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,2320
37, Local-gov,189878, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,60, United-States, <=50K,2220
39, Private,179481, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,44, United-States, <=50K,1716
25, Private,299765, Some-college,10, Separated, Adm-clerical, Other-relative, Black, Female,40, Jamaica, <=50K,1000
45, Self-emp-inc,155664, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, ?, >50K,1800
30, Private,54608, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K,1200
49, ?,174702, Some-college,10, Never-married, ?, Not-in-family, White, Male,35, United-States, <=50K,1715
36, Self-emp-not-inc,285020, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1440
23, Private,201145, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,65, United-States, <=50K,1495
51, Private,125796, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,35, Jamaica, <=50K,1785
55, Private,249072, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States, <=50K,3300
35, Private,99156, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,50, United-States, <=50K,1750
45, State-gov,94754, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, India, <=50K,1800
36, Private,111128, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,48, United-States, >50K,1728
32, Local-gov,157887, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1280
39, Private,74194, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, <=50K,2145
47, Self-emp-inc,168191, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1880
49, Private,28334, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K,2205
52, Private,84278, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, ?, >50K,2860
44, Private,721161, Some-college,10, Separated, Machine-op-inspct, Not-in-family, Black, Male,40, United-States, <=50K,1760
36, Private,188069, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K,1800
40, Private,145178, Some-college,10, Divorced, Craft-repair, Unmarried, Black, Female,30, United-States, <=50K,1200
17, Private,52967, 10th,6, Never-married, Other-service, Own-child, White, Female,6, United-States, <=50K,102
18, Private,177578, HS-grad,9, Never-married, Sales, Own-child, White, Female,38, United-States, <=50K,684
30, Self-emp-inc,185384, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,25, United-States, <=50K,750
66, Private,66008, HS-grad,9, Widowed, Priv-house-serv, Not-in-family, White, Female,50, England, <=50K,3300
59, Private,329059, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States, <=50K,2950
30, Local-gov,348802, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,40, United-States, <=50K,1200
50, Private,34233, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States, <=50K,2500
24, Private,509629, HS-grad,9, Never-married, Other-service, Own-child, White, Female,25, United-States, <=50K,600
28, Private,27956, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99, Philippines, <=50K,2772
44, Local-gov,83286, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, >50K,1760
25, Private,309098, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K,1000
45, Private,188950, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K,2250
20, Private,224217, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K,800
67, Private,222899, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States, <=50K,2680
40, Self-emp-not-inc,123306, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, >50K,1800
52, Federal-gov,279337, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K,2080
34, Private,347166, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,50, United-States, >50K,1700
37, Local-gov,251396, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, Canada, >50K,1665
17, Self-emp-inc,143034, 10th,6, Never-married, Other-service, Own-child, White, Male,4, United-States, <=50K,68
25, Private,57635, Assoc-voc,11, Married-civ-spouse, Sales, Wife, White, Female,42, United-States, >50K,1050
35, Local-gov,162651, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,40, Puerto-Rico, <=50K,1400
63, Private,28334, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, >50K,2520
38, Local-gov,84570, Some-college,10, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,40, United-States, <=50K,1520
33, Private,181091, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,60, Iran, >50K,1980
51, Local-gov,117496, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, >50K,2040
64, State-gov,216160, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, Columbia, >50K,3200
50, Self-emp-inc,204447, Some-college,10, Divorced, Protective-serv, Not-in-family, White, Male,40, United-States, <=50K,2000
18, Private,374969, 10th,6, Never-married, Transport-moving, Not-in-family, White, Male,56, United-States, <=50K,1008
67, Private,35015, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,99, United-States, <=50K,6633
46, Private,179869, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1840
60, Self-emp-not-inc,137733, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States, <=50K,3000
29, Private,193125, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K,1160
30, Private,103649, Some-college,10, Never-married, Other-service, Own-child, Black, Female,40, United-States, <=50K,1200
56, State-gov,54260, Doctorate,16, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,40, China, <=50K,2240
29, Private,197932, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,40, Mexico, >50K,1160
37, Private,249720, Bachelors,13, Never-married, Adm-clerical, Unmarried, Black, Female,27, United-States, <=50K,999
55, Private,223613, 1st-4th,2, Divorced, Priv-house-serv, Unmarried, White, Female,30, Cuba, <=50K,1650
24, Private,259865, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,30, United-States, <=50K,720
21, Private,301694, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,35, Mexico, <=50K,735
46, Self-emp-inc,276934, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,70, United-States, >50K,3220
25, Private,395512, 12th,8, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, Male,40, Mexico, <=50K,1000
40, Private,168071, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,28, United-States, <=50K,1120
23, Private,45317, Some-college,10, Separated, Sales, Own-child, White, Female,40, United-States, <=50K,920
43, Self-emp-not-inc,311177, Some-college,10, Never-married, Transport-moving, Not-in-family, Black, Male,30, United-States, <=50K,1290
29, Self-emp-not-inc,190636, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,60, United-States, >50K,1740
59, Private,221336, 10th,6, Widowed, Other-service, Other-relative, Asian-Pac-Islander, Female,40, Philippines, <=50K,2360
18, Private,120691, Some-college,10, Never-married, Other-service, Own-child, Black, Male,35, ?, <=50K,630
28, Private,107389, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,32, United-States, <=50K,896
17, Private,293440, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,15, United-States, <=50K,255
53, Private,145409, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, >50K,2120
22, Private,213902, 5th-6th,3, Never-married, Priv-house-serv, Other-relative, White, Female,40, El-Salvador, <=50K,880
63, Private,100099, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K,2520
32, Private,191856, Masters,14, Married-civ-spouse, Sales, Wife, White, Female,45, United-States, >50K,1440
40, Local-gov,233891, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,35, United-States, <=50K,1400
61, Self-emp-not-inc,96073, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, England, >50K,3050
35, Private,474136, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K,1400
43, Self-emp-not-inc,355856, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,50, Philippines, <=50K,2150
